Entity,Code,Year,Life expectancy
Argentina,ARG,1994,72.7317
Argentina,ARG,1995,72.8644
Argentina,ARG,1996,73.0565
Argentina,ARG,1997,73.4071
Argentina,ARG,1998,73.4121
Argentina,ARG,1999,73.6833
Argentina,ARG,2000,73.91
Argentina,ARG,2001,74.1542
Argentina,ARG,2002,74.3122
Argentina,ARG,2003,74.3073
Argentina,ARG,2004,74.8713
Argentina,ARG,2005,75.2306
Argentina,ARG,2006,75.2791
Argentina,ARG,2007,74.7827
Argentina,ARG,2008,75.4281
Argentina,ARG,2009,75.5773
Argentina,ARG,2010,75.68
Argentina,ARG,2011,76.0998
Argentina,ARG,2012,75.8024
Argentina,ARG,2013,75.8292
Argentina,ARG,2014,76.2678
Argentina,ARG,2015,76.5995
Argentina,ARG,2016,76.105
Argentina,ARG,2017,76.5434
Argentina,ARG,2018,76.7698
Argentina,ARG,2019,76.8475
Argentina,ARG,2020,75.8781
Argentina,ARG,2021,73.9485
Argentina,ARG,2022,75.8061
Argentina,ARG,2023,77.3947
Armenia,ARM,1950,54.5541
Armenia,ARM,1951,55.0359
Armenia,ARM,1952,55.5107
Armenia,ARM,1953,55.9801
Armenia,ARM,1954,56.4433
Armenia,ARM,1955,56.9012
Armenia,ARM,1956,57.3546
Armenia,ARM,1957,57.8036
Armenia,ARM,1958,58.2486
Armenia,ARM,1959,58.6909
Armenia,ARM,1960,59.1303
Armenia,ARM,1961,59.5666
Armenia,ARM,1962,59.9953
Armenia,ARM,1963,60.4123
Armenia,ARM,1964,60.8132
Armenia,ARM,1965,61.1945
Armenia,ARM,1966,61.5536
Armenia,ARM,1967,61.8894
Armenia,ARM,1968,62.2021
Armenia,ARM,1969,62.4917
Armenia,ARM,1970,62.7596
Armenia,ARM,1971,63.0061
Armenia,ARM,1972,63.2372
Armenia,ARM,1973,63.4589
Armenia,ARM,1974,63.6808
Armenia,ARM,1975,63.9073
Armenia,ARM,1976,64.1441
Armenia,ARM,1977,64.4226
Armenia,ARM,1978,64.7228
Armenia,ARM,1979,65.043
Armenia,ARM,1980,65.3623
Armenia,ARM,1981,65.7071
Armenia,ARM,1982,66.0755
Armenia,ARM,1983,66.452
Armenia,ARM,1984,66.8119
Armenia,ARM,1985,67.1331
Armenia,ARM,1986,67.3942
Armenia,ARM,1987,67.5713
Armenia,ARM,1988,52.7089
Armenia,ARM,1989,67.7222
Armenia,ARM,1990,67.7332
Armenia,ARM,1991,67.8008
Armenia,ARM,1992,67.8819
Armenia,ARM,1993,68.1432
Armenia,ARM,1994,68.4477
Armenia,ARM,1995,68.8131
Armenia,ARM,1996,69.1975
Armenia,ARM,1997,69.5924
Armenia,ARM,1998,70.0054
Armenia,ARM,1999,70.418
Armenia,ARM,2000,70.8123
Armenia,ARM,2001,71.1744
Armenia,ARM,2002,71.4859
Armenia,ARM,2003,71.7343
Armenia,ARM,2004,71.9262
Armenia,ARM,2005,72.0822
Armenia,ARM,2006,72.2188
Armenia,ARM,2007,72.3589
Armenia,ARM,2008,72.5193
Armenia,ARM,2009,72.7136
Armenia,ARM,2010,72.9381
Armenia,ARM,2011,73.1852
Armenia,ARM,2012,73.4396
Armenia,ARM,2013,73.7131
Armenia,ARM,2014,73.98
Armenia,ARM,2015,74.229
Armenia,ARM,2016,74.4937
Armenia,ARM,2017,74.7441
Armenia,ARM,2018,74.9783
Armenia,ARM,2019,75.1931
Armenia,ARM,2020,68.8898
Armenia,ARM,2021,72.5524
Armenia,ARM,2022,74.6333
Armenia,ARM,2023,75.6827
Aruba,ABW,1950,57.9872
Aruba,ABW,1951,58.7287
Aruba,ABW,1952,59.4455
Aruba,ABW,1953,60.1194
Aruba,ABW,1954,60.8166
Aruba,ABW,1955,61.4522
Aruba,ABW,1956,62.0445
Aruba,ABW,1957,62.6002
Aruba,ABW,1958,63.1536
Aruba,ABW,1959,63.6106
Aruba,ABW,1960,64.0488
Aruba,ABW,1961,64.2147
Aruba,ABW,1962,64.602
Aruba,ABW,1963,64.9444
Aruba,ABW,1964,65.3026
Aruba,ABW,1965,65.6151
Aruba,ABW,1966,66.1264
Aruba,ABW,1967,66.3849
Aruba,ABW,1968,66.7436
Aruba,ABW,1969,67.0981
Aruba,ABW,1970,67.4402
Aruba,ABW,1971,67.7826
Aruba,ABW,1972,68.3349
Aruba,ABW,1973,68.8617
Aruba,ABW,1974,69.2782
Aruba,ABW,1975,69.5637
Aruba,ABW,1976,69.8083
Aruba,ABW,1977,70.0538
Aruba,ABW,1978,70.2709
Aruba,ABW,1979,70.5072
Aruba,ABW,1980,70.7712
Aruba,ABW,1981,71.3443
Aruba,ABW,1982,71.4848
Aruba,ABW,1983,71.606
Aruba,ABW,1984,71.7107
Aruba,ABW,1985,71.7918
Aruba,ABW,1986,71.8306
Aruba,ABW,1987,72.4476
Aruba,ABW,1988,72.5187
Aruba,ABW,1989,72.5308
Aruba,ABW,1990,72.546
Aruba,ABW,1991,72.5921
Aruba,ABW,1992,72.7174
Aruba,ABW,1993,72.7767
Aruba,ABW,1994,72.796
Aruba,ABW,1995,72.8322
Aruba,ABW,1996,72.8561
Aruba,ABW,1997,72.904
Aruba,ABW,1998,72.9397
Aruba,ABW,1999,72.8568
Aruba,ABW,2000,72.9393
Aruba,ABW,2001,73.0437
Aruba,ABW,2002,73.1355
Aruba,ABW,2003,73.2362
Aruba,ABW,2004,73.223
Aruba,ABW,2005,73.4152
Aruba,ABW,2006,73.4984
Aruba,ABW,2007,73.6421
Aruba,ABW,2008,73.7833
Aruba,ABW,2009,73.9738
Aruba,ABW,2010,74.2973
Aruba,ABW,2011,74.5776
Aruba,ABW,2012,74.8415
Aruba,ABW,2013,75.0718
Aruba,ABW,2014,75.261
Aruba,ABW,2015,75.4054
Aruba,ABW,2016,75.5398
Aruba,ABW,2017,75.6203
Aruba,ABW,2018,75.8797
Aruba,ABW,2019,76.0193
Aruba,ABW,2020,75.4061
Aruba,ABW,2021,73.655
Aruba,ABW,2022,76.2258
Aruba,ABW,2023,76.353
Asia,OWID_ASI,1770,27.5
Asia,OWID_ASI,1885,27.5
Asia,OWID_ASI,1900,28
Asia,OWID_ASI,1913,28.1
Asia,OWID_ASI,1950,41.9565
Asia,OWID_ASI,1951,42.9587
Asia,OWID_ASI,1952,44.2413
Asia,OWID_ASI,1953,44.8721
Asia,OWID_ASI,1954,45.8386
Asia,OWID_ASI,1955,46.432
